Client_id; Valor ;Valor OK;Tasa de Interés;P.P.Tasa;Plazo;Plazo OK;Sempli Score;Cliente;Mes;Año ganado;Producto (Destinación) OK;Canal de Captura OK;Tipo de Empresa;Número de empleados;Número de empleados Mujeres;Año de Constitución;Actividad eco  SEMPLI;Ciudad;Ciudad agrupada;Estrato;Acceso a la banca;Mujeres Empresarias;Estado;Tipo de Garantía;Edad Empresarios;variable predictora
22506;300.000.000;201 a 300;1,5;450000000;12;0 a 12;707;Renovación;2019-04;2019;Growth;Digital;Scale Up;32;19;2013;Tourism, Hotels and Restaurants;Bogotá D.C.;Bogotá AM;5;Si;No;Pagado;Pagaré;37;0
14718;30.000.000;0 a 100;1,67;50100000;12;0 a 12;683;Nuevo;2019-05;2019;KT - CO;Posicionamiento;Seed;5;2;2017;Commerce, Mechants, Retail;Barranquilla;Otros;3;No;No;Pagado;Pagaré;34;1
199;120.000.000;101 a 200;1,52;182400000;24;13 a 24;714;Renovación;2019-05;2019;KT - CO;Directo;Seed;11;5;2016;Commerce, Mechants, Retail;Envigado;Medellín AM;4;Si;No;Pagado;Pagaré;30;1
25329;300.000.000;201 a 300;1,49;447.000.000;18;13 a 24;748;Nuevo;2019-05;2019;KT - CO;Partnerships;Venture;4;0;2015;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;4;Si;No;Pagado;Pagaré;42;0
602;200.000.000;101 a 200;1,7;340000000;24;13 a 24;686;Nuevo;2019-05;2019;KT - CO;Partnerships;Venture;17;2;2017;Manufacturing;Bogotá D.C.;Bogotá AM;5;Si;No;Pagado;Pagaré;28;0
80506;200.000.000;101 a 200;1,5;300000000;18;13 a 24;681;Nuevo;2019-05;2019;KT - CO;Partnerships;Scale Up;24;8;2016;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;5;Si;No;Pagado;Pagaré;52;0
53289;120.000.000;101 a 200;1,67;200400000;36;25 a 36;703;Nuevo;2019-05;2019;SP;Directo;Seed;43;10;2006;Software and Communications;Bogotá D.C.;Bogotá AM;5;Si;No;Pagado;Pagaré;40;0
71133;150.000.000;101 a 200;1,64;246000000;36;25 a 36;687;Nuevo;2019-05;2019;Growth;Directo;Seed;35;5;2016;Manufacturing;Bello;Otros;4;No;Si;Abierto;Otros;32;0
6464;50.000.000;0 a 100;1,57;78500000;36;25 a 36;670;Renovación;2019-05;2019;KT - CO;Directo;Venture;4;2;2011;Architecture, Design, Engineering;Sabaneta;Medellín AM;5;Si;No;Pagado;Pagaré;32;0
62733;50.000.000;0 a 100;1,7;85000000;12;0 a 12;536;Nuevo;2019-05;2019;KT - CO;Posicionamiento;Seed;5;1;2018;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;5;No;No;Pagado;Pagaré;32;0
67545;300.000.000;201 a 300;1,4;420000000;36;25 a 36;761;Nuevo;2019-05;2019;Growth;Posicionamiento;Growth;20;19;2016;Commerce, Mechants, Retail;Medellín;Medellín AM;5;Si;No;Castigo;Pagaré;68;1
82524;80.000.000;0 a 100;1,55;124000000;18;13 a 24;639;Nuevo;2019-05;2019;KT - CO;Partnerships;Venture;9;1;2015;Manufacturing;Medellín;Medellín AM;4;No;No;Pagado;Pagaré;67;0
55484;150.000.000;101 a 200;1,53;229500000;36;25 a 36;709;Renovación;2019-05;2019;Growth;Directo;Venture;50;15;2013;Software and Communications;Medellín;Medellín AM;6;Si;No;Castigo;Pagaré;62;1
6464;50.000.000;0 a 100;1,57;78500000;36;25 a 36;670;Renovación;2019-05;2019;KT - CO;Directo;Venture;4;2;2011;Architecture, Design, Engineering;Sabaneta;Medellín AM;5;Si;No;Pagado;Pagaré;32;0
95261;150.000.000;101 a 200;1,63;244500000;36;25 a 36;683;Nuevo;2019-05;2019;Growth;Partnerships;Venture;14;7;2013;Transport, Logistics;Envigado;Medellín AM;5;No;No;Pagado;Pagaré;35;0
99673;150.000.000;101 a 200;1,53;229500000;36;25 a 36;725;Nuevo;2019-05;2019;Growth;Partnerships;Scale Up;25;3;2014;Construction activities;Barranquilla;Otros;4;Si;No;Pagado;Pagaré;46;0
90250;50.000.000;0 a 100;1,59;79500000;36;25 a 36;654;Renovación;2019-05;2019;Growth;Posicionamiento;Seed;29;8;2006;Business Consulting;Bogotá D.C.;Bogotá AM;5;No;No;Pagado;Pagaré;44;0
21050;100.000.000;0 a 100;1,71;171000000;18;13 a 24;628;Nuevo;2019-05;2019;KT - CO;Posicionamiento;Seed;10;4;2016;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;3;No;No;Pagado;Pagaré;37;0
18599;500.000.000;401 en adelante;1,35;675000000;12;0 a 12;764;Renovación;2019-05;2019;KT - CO;Posicionamiento;Growth;10;4;2012;Commerce, Mechants, Retail;Medellín;Medellín AM;4;Si;No;Pagado;Pagaré;45;0
88356;150.000.000;101 a 200;1,61;241500000;36;25 a 36;679;Nuevo;2019-05;2019;KT - CO;Partnerships;Growth;40;6;2010;Manufacturing;Rionegro;Otros;5;Si;No;Pagado;Pagaré;39;0
11226;50.000.000;0 a 100;1,7;85000000;24;13 a 24;620;Nuevo;2019-05;2019;SP;Partnerships;Seed;15;15;2017;Manufacturing;Medellín;Medellín AM;6;No;Si;Pagado;Pagaré;27;0
74053;150.000.000;101 a 200;1,51;226500000;24;13 a 24;723;Nuevo;2019-06;2019;Growth;Partnerships;Scale Up;22;14;2010;Commerce, Mechants, Retail;Itagüí;Medellín AM;4;Si;No;Pagado;Pagaré;36;0
10724;70.000.000;0 a 100;1,65;115.500.000;18;13 a 24;647;Nuevo;2019-06;2019;KT - CO;Posicionamiento;Venture;17;1;2013;Manufacturing;Medellín;Medellín AM;3;No;No;Pagado;Pagaré;34;0
25394;85.000.000;0 a 100;1,69;143.650.000;24;13 a 24;646;Nuevo;2019-06;2019;KT - CO;Partnerships;Seed;7;2;2015;Business Consulting;Medellín;Medellín AM;5;Si;No;Pagado;Pagaré;31;0
58101;75.000.000;0 a 100;1,7;127.500.000;24;13 a 24;617;Nuevo;2019-06;2019;Growth;Partnerships;Seed;6;3;2018;Manufacturing;Medellín;Medellín AM;4;No;Si;Pagado;Pagaré;32;0
40475;100.000.000;0 a 100;1,7;170.000.000;18;13 a 24;650;Nuevo;2019-06;2019;KT - CO;Posicionamiento;Venture;15;11;2016;Commerce, Mechants, Retail;Cali;Otros;3;No;No;Castigo;Pagaré;41;1
78433;30.000.000;0 a 100;1,64;49.200.000;24;13 a 24;613;Nuevo;2019-06;2019;KT - CO;Posicionamiento;Seed;6;3;2017;Commerce, Mechants, Retail;Medellín;Medellín AM;3;No;Si;Pagado;Pagaré;29;0
34030;300.000.000;201 a 300;1,57;471000000;18;13 a 24;718;Nuevo;2019-06;2019;Growth;Directo;Venture;5;2;2015;Construction activities;Medellín;Medellín AM;3;No;No;Pagado;Pagaré;40;0
84564;100.000.000;0 a 100;1,7;170.000.000;18;13 a 24;657;Nuevo;2019-06;2019;Growth;Posicionamiento;Scale Up;5;1;2014;Architecture, Design, Engineering;Bogotá D.C.;Bogotá AM;3;Si;No;Castigo;Pagaré;54;1
85357;30.000.000;0 a 100;1,7;51.000.000;12;0 a 12;635;Nuevo;2019-06;2019;KT - CO;Posicionamiento;Seed;1;1;2013;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;4;No;No;Pagado;Pagaré;32;0
28852;307.389.800;301 a 400;1,45;445.715.210;13;13 a 24;747;Renovación;2019-06;2019;KT - CO;Posicionamiento;Venture;22;3;2016;Services to businesses;Envigado;Medellín AM;5;Si;No;Pagado;Otros;34;0
19170;200.000.000;101 a 200;1,59;318000000;36;25 a 36;728;Renovación;2019-06;2019;KT - CO;Directo;Growth;45;16;2008;Transport, Logistics;Itagüí;Medellín AM;4;Si;No;Pagado;Pagaré;46;0
42360;30.000.000;0 a 100;1,7;51.000.000;24;13 a 24;665;Nuevo;2019-06;2019;Growth;Partnerships;Seed;37;30;2017;Manufacturing;Medellín;Medellín AM;3;No;Si;Pagado;Pagaré;43;0
47539;30.000.000;0 a 100;1,59;47.700.000;18;13 a 24;686;Renovación;2019-06;2019;KT - CO;Digital;Seed;7;2;2012;Software and Communications;Bogotá D.C.;Bogotá AM;4;No;No;Pagado;Pagaré;32;0
5194;50.000.000;0 a 100;1,68;84.000.000;12;0 a 12;640;Nuevo;2019-06;2019;Growth;Partnerships;Seed;12;4;2014;Software and Communications;Medellín;Medellín AM;3;Si;Si;Pagado;Pagaré;32;0
73531;100.000.000;0 a 100;1,61;161.000.000;24;13 a 24;677;Nuevo;2019-06;2019;KT - CO;Posicionamiento;Venture;15;11;2012;Software and Communications;Bogotá D.C.;Bogotá AM;4;Si;Si;Castigo;Pagaré;29;1
89812;30.000.000;0 a 100;1,61;48.300.000;36;25 a 36;692;Nuevo;2019-06;2019;Growth;Digital;Seed;8;5;2013;Business Consulting;Bogotá D.C.;Bogotá AM;6;Si;No;Pagado;Pagaré;32;0
32190;50.000.000;0 a 100;1,68;84.000.000;12;0 a 12;637;Nuevo;2019-06;2019;KT - CO;Posicionamiento;Venture;10;2;2016;Software and Communications;Cartagena;Otros;3;No;No;Castigo;Pagaré;40;1
45486;50.000.000;0 a 100;1,71;85.500.000;24;13 a 24;611;Renovación;2019-06;2019;Growth;Directo;Seed;2;2;2016;Software and Communications;Medellín;Medellín AM;3;No;No;Pagado;Pagaré;43;0
32722;100.000.000;0 a 100;1,53;153.000.000;24;13 a 24;720;Nuevo;2019-06;2019;Growth;Partnerships;Scale Up;9;0;2013;Commerce, Mechants, Retail;Cali;Otros;3;No;No;Castigo;Pagaré;37;1
26879;100.000.000;0 a 100;1,71;171.000.000;24;13 a 24;630;Nuevo;2019-06;2019;KT - CO;Partnerships;Seed;39;8;2011;Construction activities;Medellín;Medellín AM;5;Si;No;Castigo;Pagaré;33;1
29286;40.000.000;0 a 100;1,45;58000000;36;25 a 36;611;Renovación;2019-06;2019;KT - CO;Directo;Venture;10;3;2012;Software and Communications;Medellín;Medellín AM;4;Si;Si;Pagado;Pagaré;42;0
30721;100.000.000;0 a 100;1,59;159000000;24;13 a 24;635;Nuevo;2019-07;2019;KT - CO;Partnerships;Seed;8;2;2014;Manufacturing;Bogotá D.C.;Bogotá AM;3;No;Si;Pagado;Pagaré;41;0
50778;30.000.000;0 a 100;1,66;49.800.000;24;13 a 24;610; Nuevo ;2019-07;2019;KT - CO;Directo;Seed;6;3;2014;Commerce, Mechants, Retail;Medellín;Medellín AM;5;Si;Si;Castigo;Pagaré;63;1
69450;200.000.000;101 a 200;1,52;304000000;12;0 a 12;702;Nuevo;2019-07;2019;Growth;Digital;Scale Up;38;3;2015;Software and Communications;Bogotá D.C.;Bogotá AM;5;No;No;Pagado;Pagaré;29;0
49686;60.000.000;0 a 100;1,59;95400000;6;0 a 12;650;Renovación;2019-07;2019;Growth;Partnerships;Seed;4;2;2015;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;5;Si;Si;Pagado;Pagaré;45;0
28395;50.000.000;0 a 100;1,7;85000000;24;13 a 24;653;Nuevo;2019-07;2019;Growth;Partnerships;Seed;13;5;2011;Software and Communications;Medellín;Medellín AM;4;Si;No;Pagado;Pagaré;35;0
66599;45.000.000;0 a 100;1,66;74.700.000;12;0 a 12;613; Nuevo ;2019-07;2019;KT - CO;Digital;Seed;13;2;2018;Commerce, Mechants, Retail;Rionegro;Otros;5;No;No;Pagado;Pagaré;60;0
65243;110.000.000;101 a 200;1,57;172.700.000;24;13 a 24;741; Renovación ;2019-07;2019;Growth;Directo;Scale Up;15;14;2016;Commerce, Mechants, Retail;Cali;Otros;3;Si;No;Castigo;Pagaré;37;1
96522;50.000.000;0 a 100;1,56;78.000.000;12;0 a 12;688; Nuevo ;2019-07;2019;Growth;Posicionamiento;Seed;15;9;2016;Services to businesses;Bogotá D.C.;Bogotá AM;3;Si;No;Pagado;Pagaré;39;0
60259;50.000.000;0 a 100;1,68;84.000.000;24;13 a 24;626; Nuevo ;2019-07;2019;Growth;Digital;Seed;5;2;2017;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;4;Si;No;Pagado;FNG;38;0
23592;250.000.000;201 a 300;1,39;347.500.000;36;25 a 36;786; Renovación ;2019-08;2019;KT - CO;Directo;Scale Up;32;10;2000;Commerce, Mechants, Retail;Medellín;Medellín AM;4;No;No;Pagado;Pagaré;38;0
43271;50.000.000;0 a 100;1,65;82.500.000;18;13 a 24;620; Nuevo ;2019-08;2019;KT - CO;Posicionamiento;Venture;6;3;2014;Construction activities;Bogotá D.C.;Bogotá AM;3;Si;No;Pagado;FNG;58;0
89849;200.000.000;101 a 200;1,54;308.000.000;24;13 a 24;663; Nuevo ;2019-08;2019;Growth;Partnerships;Growth;8;3;2014;Manufacturing;Medellín;Medellín AM;4;Si;No;Pagado;Pagaré;37;1
23763;30.000.000;0 a 100;1,6;48.000.000;18;13 a 24;653;Renovación;2019-08;2019;KT - CO;Directo;Seed;2;2;2015;Education, Culture, Entertainament;Medellín;Medellín AM;6;No;No;Pagado;Pagaré;41;0
24986;40.000.000;0 a 100;1,56;62400000;18;13 a 24;650;Nuevo;2019-08;2019;Growth;Partnerships;Seed;5;1;2016;Architecture, Design, Engineering;Bogotá D.C.;Bogotá AM;4;No;Si;Pagado;FNG;28;0
99685;300.000.000;201 a 300;1,55;465.000.000;36;25 a 36;749; Nuevo ;2019-08;2019;Growth;Digital;Growth;30;18;2009;Business Consulting;Medellín;Medellín AM;4;Si;Si;Castigo;FNG;54;1
5690;100.000.000;0 a 100;1,62;162.000.000;24;13 a 24;654; Nuevo ;2019-08;2019;KT - CO;Posicionamiento;Venture;8;1;2011;Construction activities;Santa Marta;Otros;3;Si;No;Castigo;FNG;37;1
17820;60.000.000;0 a 100;1,64;98.400.000;24;13 a 24;668; Nuevo ;2019-08;2019;KT - CO;Posicionamiento;Seed;9;5;2015;Transport, Logistics;Bogotá D.C.;Bogotá AM;4;Si;Si;Abierto;FNG;38;1
27685;70.000.000;0 a 100;1,59;111.300.000;24;13 a 24;604; Nuevo ;2019-08;2019;KT - CO;Digital;Seed;1;1;2017;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;3;No;Si;Pagado;FNG;42;0
37320;300.000.000;201 a 300;1,41;423000000;6;0 a 12;607;Nuevo;2019-08;2019;Growth;Digital;Seed;0;0;2018;Business Consulting;Medellín;Medellín AM;5;Si;No;Pagado;Pagaré;31;0
25697;300.000.000;201 a 300;1,43;429000000;36;25 a 36;768;Nuevo;2019-08;2019;Growth;Partnerships;Growth;32;13;2011;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;5;Si;No;Pagado;Pagaré;39;0
39406;250.000.000;201 a 300;1,56;390000000;30;25 a 36;640;Nuevo;2019-08;2019;Growth;Directo;Venture;7;2;2003;Construction activities;Medellín;Medellín AM;5;Si;No;Pagado;Pagaré;38;0
22506;120.000.000;101 a 200;1,41;169.200.000;18;13 a 24;707;Renovación;2019-08;2019;Growth;Digital;Scale Up;32;19;2013;Tourism, Hotels and Restaurants;Bogotá D.C.;Bogotá AM;5;Si;No;Pagado;Pagaré;37;0
199;150.000.000;101 a 200;1,42;213.000.000;24;13 a 24;714; Renovación ;2019-08;2019;Growth;Directo;Seed;11;5;2016;Commerce, Mechants, Retail;Envigado;Medellín AM;4;Si;No;Pagado;Pagaré;30;0
90537;100.000.000;0 a 100;1,41;141000000;36;25 a 36;701;Renovación;2019-08;2019;Growth;Posicionamiento;Scale Up;65;61;2010;Manufacturing;Bogotá D.C.;Bogotá AM;4;Si;No;Pagado;Pagaré;33;0
7369;100.000.000;0 a 100;1,57;157.000.000;24;13 a 24;653; Nuevo ;2019-09;2019;KT - CO;Directo;Seed;6;2;2011;Education, Culture, Entertainament;Bogotá D.C.;Bogotá AM;5;Si;No;Pagado;Pagaré;39;1
94669;60.000.000;0 a 100;1,49;89400000;24;13 a 24;775;Renovación;2019-09;2019;Growth;Directo;Seed;15;11;2015;Manufacturing;Medellín;Medellín AM;6;Si;No;Pagado;Pagaré;33;0
9245;50.000.000;0 a 100;1,53;76500000;12;0 a 12;691;Renovación;2019-09;2019;Growth;Partnerships;Scale Up;15;2;2006;Manufacturing;Bogotá D.C.;Bogotá AM;4;Si;No;Pagado;Pagaré;69;0
43992;70.000.000;0 a 100;1,49;104.300.000;18;13 a 24;677; Renovación ;2019-09;2019;Growth;Posicionamiento;Growth;140;15;2015;Business Consulting;Barranquilla;Otros;6;No;No;Pagado;Pagaré;46;0
42023;100.000.000;0 a 100;1,62;162.000.000;24;13 a 24;589; Nuevo ;2019-09;2019;KT - CO;Partnerships;Seed;6;3;2014;Commerce, Mechants, Retail;Medellín;Medellín AM;4;Si;No;Castigo;Pagaré;42;1
81552;50.000.000;0 a 100;1,56;78.000.000;12;0 a 12;632; Nuevo ;2019-09;2019;KT - CO;Partnerships;Seed;12;5;2013;Construction activities;Bogotá D.C.;Bogotá AM;4;Si;No;Castigo;FNG;56;1
88106;45.000.000;0 a 100;1,61;72.450.000;36;25 a 36;641; Nuevo ;2019-09;2019;SP;Posicionamiento;Seed;4;3;2014;Software and Communications;Bucaramanga;Otros;3;Si;No;Pagado;Pagaré;45;0
65923;70.000.000;0 a 100;1,52;106.400.000;18;13 a 24;701;Renovación;2019-09;2019;Growth;Digital;Seed;4;0;2011;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;5;No;No;Pagado;Pagaré;44;0
84200;130.000.000;101 a 200;1,67;217.100.000;24;13 a 24;557; Nuevo ;2019-09;2019;KT - CO;Directo;Venture;8;3;2010;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;4;No;Si;Pagado;Pagaré;25;0
46241;50.000.000;0 a 100;1,67;83.500.000;18;13 a 24;533; Nuevo ;2019-09;2019;KT - CO;Digital;Seed;5;0;2019;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;4;No;No;Pagado;FNG;35;0
43549;200.000.000;101 a 200;1,59;318.000.000;36;25 a 36;610; Nuevo ;2019-09;2019;Growth;Directo;Scale Up;29;8;2004;Construction activities;Bogotá D.C.;Bogotá AM;4;Si;No;Castigo;FNG;41;1
90861;50.000.000;0 a 100;1,63;81.500.000;18;13 a 24;640; Nuevo ;2019-09;2019;KT - CO;Digital;Venture;6;5;2016;Construction activities;Barranquilla;Otros;3;Si;No;Pagado;Pagaré;42;0
21050;100.000.000;0 a 100;1,66;166.000.000;24;13 a 24;738; Renovación ;2019-09;2019;KT - CO;Posicionamiento;Seed;10;4;2016;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;3;No;No;Pagado;Pagaré;37;0
8300;100.000.000;0 a 100;1,44;144000000;12;0 a 12;678;Renovación;2019-09;2019;Growth;Directo;Scale Up;20;4;2012;Commerce, Mechants, Retail;Medellín;Medellín AM;4;Si;Si;Pagado;Pagaré;39;0
94676;200.000.000;101 a 200;1,49;298.000.000;48;37 en adelante;638; Nuevo ;2019-09;2019;Growth;Directo;Seed;18;0;2016;Tourism, Hotels and Restaurants;Cali;Otros;3;Si;No;Pagado;FNG;38;0
67821;250.000.000;201 a 300;1,6;400.000.000;36;25 a 36;676; Nuevo ;2019-09;2019;Growth;Digital;Seed;16;9;2012;Education, Culture, Entertainament;Medellín;Medellín AM;5;Si;Si;Abierto;FNG;33;0
83886;30.000.000;0 a 100;1,63;48.900.000;18;13 a 24;610; Nuevo ;2019-09;2019;Growth;Digital;Venture;3;1;2017;Manufacturing;Bogotá D.C.;Bogotá AM;2;No;No;Castigo;Pagaré;45;1
29286;30.000.000;0 a 100;1,4;42.000.000;36;25 a 36;611;Renovación;2019-09;2019;Growth;Directo;Venture;10;3;2012;Software and Communications;Medellín;Medellín AM;4;Si;No;Pagado;Pagaré;42;0
90537;150.000.000;101 a 200;1,41;211.500.000;24;13 a 24;709;Renovación;2019-09;2019;KT - CO;Posicionamiento;Growth;108;89;2010;Manufacturing;Bogotá D.C.;Bogotá AM;4;Si;Si;Pagado;Pagaré;33;0
49114;100.000.000;0 a 100;1,39;139.000.000;24;13 a 24;709; Renovación ;2019-09;2019;Growth;Partnerships;Seed;18;4;2013;Manufacturing;Medellín;Medellín AM;4;No;No;Pagado;Pagaré;38;0
67783;30.000.000;0 a 100;1,6;48.000.000;18;13 a 24;586; Nuevo ;2019-09;2019;Growth;Digital;Seed;10;0;2011;Architecture, Design, Engineering;Bogotá D.C.;Bogotá AM;3;No;No;Pagado;FNG;39;0
24701;120.000.000;101 a 200;1,58;189.600.000;36;25 a 36;688;Nuevo;2019-10;2019;Growth;Partnerships;Venture;18;1;2016;Manufacturing;Bogotá D.C.;Bogotá AM;2;Si;No;Castigo;Pagaré;45;1
25329;60.000.000;0 a 100;1,49;89.400.000;24;13 a 24;690;Renovación;2019-10;2019;KT - CO;Partnerships;Growth;3;0;2015;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;3;Si;No;Pagado;Pagaré;42;0
16554;150.000.000;101 a 200;1,59;238.500.000;24;13 a 24;684;Nuevo;2019-10;2019;KT - CO;Partnerships;Venture;11;4;2015;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;3;Si;No;Castigo;Pagaré;41;1
6464;30.000.000;0 a 100;1,57;47.100.000;24;13 a 24;681;Renovación;2019-10;2019;KT - CO;Directo;Venture;4;2;2011;Architecture, Design, Engineering;Sabaneta;Medellín AM;5;Si;No;Pagado;Pagaré;32;0
16467;40.000.000;0 a 100;1,59;63.600.000;24;13 a 24;682;Nuevo;2019-10;2019;Growth;Digital;Seed;8;4;2017;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;4;No;No;Pagado;Pagaré;31;0
30556;70.000.000;0 a 100;1,6;112000000;24;13 a 24;670;Renovación;2019-10;2019;Growth;Digital;Seed;16;1;2011;Software and Communications;Medellín;Medellín AM;5;No;No;Pagado;Pagaré;30;0
71932;120.000.000;101 a 200;1,61;193200000;36;25 a 36;691;Nuevo;2019-10;2019;Growth;Directo;Scale Up;17;12;2015;Commerce, Mechants, Retail;Itagüí;Medellín AM;4;Si;No;Pagado;Pagaré;23;0
28804;40.000.000;0 a 100;1,62;64.800.000;24;13 a 24;635;Nuevo;2019-10;2019;Growth;Posicionamiento;Seed;12;4;2011;Software and Communications;Bogotá D.C.;Bogotá AM;4;Si;Si;Pagado;Pagaré;37;1
99553;80.000.000;0 a 100;1,62;129.600.000;24;13 a 24;620;Nuevo;2019-10;2019;KT - CO;Partnerships;Venture;2;1;2018;Construction activities;Barranquilla;Otros;3;No;No;Pagado;Pagaré;27;0
12695;80.000.000;0 a 100;1,61;128.800.000;24;13 a 24;662;Nuevo;2019-10;2019;Growth;Partnerships;Venture;12;5;2012;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;3;Si;Si;Castigo;Pagaré;33;1
46259;30.000.000;0 a 100;1,54;46.200.000;12;0 a 12;585;Renovación;2019-10;2019;SP;Posicionamiento;Seed;4;2;2018;Education, Culture, Entertainament;Bogotá D.C.;Bogotá AM;6;No;No;Pagado;Pagaré;49;0
34030;100.000.000;0 a 100;1,55;155000000;18;13 a 24;679;Renovación;2019-10;2019;Growth;Directo;Venture;5;2;2015;Construction activities;Medellín;Medellín AM;3;No;No;Pagado;Pagaré;40;0
68085;30.000.000;0 a 100;1,49;44.700.000;12;0 a 12;698;Renovación;2019-10;2019;Growth;Posicionamiento;Venture;4;2;2016;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;4;No;No;Pagado;Pagaré;30;0
75108;300.000.000;201 a 300;1,32;396.000.000;36;25 a 36;717;Nuevo;2019-10;2019;Growth;Partnerships;Scale Up;20;10;2013;Business Consulting;Medellín;Medellín AM;5;Si;No;Pagado;Pagaré;39;0
97334;30.000.000;0 a 100;1,49;44.700.000;30;25 a 36;731;Renovación;2019-10;2019;Growth;Partnerships;Seed;4;1;2017;Software and Communications;Medellín;Medellín AM;5;No;No;Pagado;Pagaré;35;0
56054;120.000.000;101 a 200;1,57;188.400.000;24;13 a 24;690;Nuevo;2019-11;2019;KT - CO;Partnerships;Seed;15;4;2014;Construction activities;Bogotá D.C.;Bogotá AM;4;Si;Si;Pagado;Pagaré;50;0
49686;30.000.000;0 a 100;1,61;48.300.000;24;13 a 24;682;Renovación;2019-11;2019;Growth;Partnerships;Seed;4;2;2015;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;5;Si;Si;Pagado;Pagaré;45;0
40872;200.000.000;101 a 200;1,61;322.000.000;36;25 a 36;647;Nuevo;2019-11;2019;Growth;Directo;Seed;3;1;2015;Manufacturing;Envigado;Medellín AM;4;Si;No;Pagado;Pagaré;49;0
75680;30.000.000;0 a 100;1,63;48.900.000;24;13 a 24;650;Nuevo;2019-11;2019;KT - CO;Directo;Seed;9;5;2009;Construction activities;Bogotá D.C.;Bogotá AM;4;Si;Si;Pagado;Pagaré;47;1
88463;30.000.000;0 a 100;1,75;52.500.000;24;13 a 24;590;Nuevo;2019-11;2019;Growth;Partnerships;Seed;4;3;2018;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;3;No;No;Pagado;Pagaré;27;1
17468;90.000.000;0 a 100;1,54;138.600.000;36;25 a 36;725;Nuevo;2019-11;2019;Growth;Partnerships;Seed;1;0;2014;Transport, Logistics;Manizales;Otros;4;Si;No;Pagado;Pagaré;34;0
35814;100.000.000;0 a 100;1,59;159.000.000;24;13 a 24;651;Nuevo;2019-11;2019;KT - CO;Partnerships;Venture;7;4;2005;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;4;Si;No;Pagado;Pagaré;50;0
37320;250.000.000;201 a 300;1,41;352500000;6;0 a 12;607;Renovación;2019-11;2019;Growth;Digital;Seed;0;0;2018;Business Consulting;Medellín;Medellín AM;5;No;No;Pagado;Pagaré;31;0
51434;50.000.000;0 a 100;1,68;84.000.000;36;25 a 36;640;Nuevo;2019-11;2019;Growth;Partnerships;Seed;6;3;2018;Architecture, Design, Engineering;Rionegro;Otros;3;No;No;Pagado;Pagaré;29;0
33824;65.000.000;0 a 100;1,58;102700000;24;13 a 24;694;Nuevo;2019-11;2019;Growth;Digital;Seed;14;6;2018;Software and Communications;Bogotá D.C.;Bogotá AM;6;Si;No;Pagado;Pagaré;38;0
37666;30.000.000;0 a 100;1,52;45.600.000;36;25 a 36;737;Nuevo;2019-11;2019;Growth;Posicionamiento;Venture;6;1;2014;Architecture, Design, Engineering;Bogotá D.C.;Bogotá AM;4;No;Si;Abierto;Pagaré;33;0
68;75.000.000;0 a 100;1,65;123.750.000;24;13 a 24;676;Nuevo;2019-11;2019;Growth;Digital;Seed;10;3;2017;Transport, Logistics;Bogotá D.C.;Bogotá AM;4;No;Si;Pagado;Pagaré;31;1
8776;200.000.000;101 a 200;1,57;314000000;36;25 a 36;680;Nuevo;2019-12;2019;Growth;Partnerships;Scale Up;19;4;2014;Manufacturing;Bogotá D.C.;Bogotá AM;3;Si;No;Pagado;FNG;37;0
31632;50.000.000;0 a 100;1,63;81500000;36;25 a 36;757;Renovación;2019-12;2019;Growth;Partnerships;Venture;125;30;1997;Software and Communications;Bogotá D.C.;Bogotá AM;5;Si;No;Pagado;Pagaré;50;0
37320;150.000.000;101 a 200;1,41;211500000;6;0 a 12;607;Renovación;2019-12;2019;Growth;Digital;Seed;0;0;2018;Business Consulting;Medellín;Medellín AM;5;No;No;Pagado;Pagaré;31;0
71411;50.000.000;0 a 100;1,62;81.000.000;18;13 a 24;664;Nuevo;2019-12;2019;KT - CO;Partnerships;Seed;16;14;2015;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;3;Si;No;Pagado;Pagaré;44;0
